title,description,url
#Verificamos: É falso que canal alemão exibiu cadáveres falsos para noticiar mortes pela variante ômicron,"Vídeo na verdade mostra cenas de um protesto contra mudanças climáticas em Viena, na Áustria; ação não tem nenhuma relação com a pandemia da Covid-19",https://piaui.folha.uol.com.br/lupa/2022/02/10/verificamoscanal-alemao-cadaveres-falsos-omicron/
#Verificamos: É falso que o CDC dos Estados Unidos registrou 12 mil mortes relacionadas às vacinas,"Publicação faz uma interpretação equivocada dos dados do Vaers, plataforma pública que reúne relatos não verificados de eventos adversos de imunizantes",https://piaui.folha.uol.com.br/lupa/2022/02/09/verificamos-cdc-estados-unidos-12-mil-mortes-vacinas/
#Verificamos: É falso que vacina contra Covid-19 causou aborto em ‘100% das gestantes’ em estudo da Pfizer,Conteúdo faz interpretação equivocada de um documento da farmacêutica; benefício da vacinação para este grupo supera os riscos ,https://piaui.folha.uol.com.br/lupa/2022/02/08/verificamos-vacina-aborto-gestantes-pfizer/
"#Verificamos: Em vídeo, médico usa informações fora de contexto sobre imunidade natural e vacinação em crianças",Pessoas que já tiveram a doença correm risco de se reinfectar e transmitir o novo coronavírus,https://piaui.folha.uol.com.br/lupa/2022/02/07/verificamos-medico-imunidade-natural-vacinacao-criancas/
#Verificamos: É falso que CDC constatou 21 mil casos de miocardite causados pela vacina,Órgão americano afirma que os riscos da Covid-19 são muito maiores do que os riscos da vacinação,https://piaui.folha.uol.com.br/lupa/2022/02/01/cdc-casos-miocardite-vacina/
#Verificamos: É falso que vacinas transformarão as pessoas em ‘antenas’ de sinal 5G,Nenhuma das fórmulas aprovadas pelas agências reguladoras internacionais contém substâncias capazes de emitir ou retransmitir qualquer sinal eletromagnético ou frequência,https://piaui.folha.uol.com.br/lupa/2022/02/01/verificamos-vacinas-antenas-5g/
#Verificamos: É falso que 400 mil pessoas morreram por causa das vacinas nos Estados Unidos,"Dentre as 210,9 milhões de pessoas totalmente vacinadas no país, foram confirmadas nove mortes por trombose associada à imunização",https://piaui.folha.uol.com.br/lupa/2022/01/27/verificamos-400-mil-vacinas-estados-unidos/
#Verificamos: É falso que relatório do governo britânico mostrou que pessoas triplamente vacinadas estão desenvolvendo Aids,"Textos citados mostram que a imunidade contra Covid-19 gerada pela vacinação diminui ao longo do tempo, e não que há problemas com sistema imunológico",https://piaui.folha.uol.com.br/lupa/2022/01/25/verificamos-governo-britanico-triplamente-vacinadas-aids/
#Verificamos: Vídeo de pai desesperado em hospital é de 2019 e não tem relação com vacina,Homem ficou transtornado ao receber a notícia da morte da esposa grávida e do filho; gravação é anterior a pandemia,https://piaui.folha.uol.com.br/lupa/2022/01/24/video-pai-desesperado-hospital-vacina/
#Verificamos: Estudo australiano não comprova eficácia da ivermectina no tratamento da Covid-19,Publicação que voltou a circular nas redes distorce resultado de pesquisa feita em março de 2020; pesquisas posteriores não indicaram benefícios,https://piaui.folha.uol.com.br/lupa/2022/01/19/verificamos-estudo-australiano-eficacia-ivermectina/
